Id,Label,indegree,closnesscentrality,betweenesscentrality,componentnumber,eigencentrality
Parent Management Training,Parent Management Training,2,0,0,0,0.001084
Technological Paradigm,Technological Paradigm,8,0,0,0,0.010256
"Albuquerque, New Mexico","Albuquerque, New Mexico",3,0,0,0,0.001519
Epidemic Model,Epidemic Model,4,0,0,0,0.011275
Degoogle,Degoogle,2,0,0,0,0.0003
Trv250,Trv250,2,0,0,0,0.000533
Field-Programmable Object Array,Field-Programmable Object Array,2,0,0,0,0.004081
American And British English Spelling Differences,American And British English Spelling Differences,4,0,0,0,0.024119
Somatosensory Disorder,Somatosensory Disorder,2,0,0,0,0.000757
Case Law,Case Law,2,0,0,0,0.001503
Heent Examination,Heent Examination,4,0,0,0,0.011418
Gradenigo'S Syndrome,Gradenigo'S Syndrome,2,0,0,0,0.000424
Central Hospital Of Wuhan,Central Hospital Of Wuhan,4,0,0,0,0.002108
Fibrothorax,Fibrothorax,2,0,0,0,0.006628
Cyclofoxy,Cyclofoxy,2,0,0,0,0.000533
Holiday,Holiday,2,0,0,0,0.006386
Electron Hole,Electron Hole,3,0,0,0,0.010599
Education In Sierra Leone,Education In Sierra Leone,4,0,0,0,0.0078
Sex Differences In Crime,Sex Differences In Crime,2,0,0,0,0.006661
Pharmaceutical Society Of Australia,Pharmaceutical Society Of Australia,2,0,0,0,0.001566
George I. Mavrodes,George I. Mavrodes,2,0,0,0,0.000714
Zx Spectrum,Zx Spectrum,2,0,0,0,0.000853
Ire Medal Of Honor,Ire Medal Of Honor,3,0,0,0,0.010395
Cameroon,Cameroon,7,0,0,0,0.007256
William Preece,William Preece,4,0,0,0,0.013717
History Of Syphilis,History Of Syphilis,5,0,0,0,0.014479
Britton Chance,Britton Chance,2,0,0,0,0.006975
Berlin,Berlin,11,0,0,0,0.03157
Collaboration,Collaboration,7,0.246833,0.000022,0,0.006684
Bradypnea,Bradypnea,3,0,0,0,0.006885
Education In Aruba,Education In Aruba,3,0,0,0,0.007597
Oriol Mitjà,Oriol Mitjà,4,0,0,0,0.002108
Soft Configuration Model,Soft Configuration Model,4,0,0,0,0.011275
Western Marxism,Western Marxism,3,0,0,0,0.007112
International Federation For Information Processing,International Federation For Information Processing,3,0,0,0,0.011302
Laurea,Laurea,3,0,0,0,0.018322
Weevac 6,Weevac 6,3,0,0,0,0.018363
Online Piracy,Online Piracy,2,0,0,0,0.00707
Education In Denmark,Education In Denmark,3,0,0,0,0.007597
Oncovirus,Oncovirus,3,0,0,0,0.007107
Ap1000,Ap1000,2,0,0,0,0.012313
Wilhelm Röpke,Wilhelm Röpke,5,0,0,0,0.005656
Cardiff English,Cardiff English,2,0,0,0,0.001197
Lucy Shapiro,Lucy Shapiro,2,0,0,0,0.006975
Future,Future,5,0.28298,0.000146,0,0.009518
Timeline Of The Jimmy Carter Presidency,Timeline Of The Jimmy Carter Presidency,2,0,0,0,0.000487
Delta-Thalassemia,Delta-Thalassemia,2,0,0,0,0.012023
Metal Rectifier,Metal Rectifier,2,0,0,0,0.007133
Philosophical Aspects Of The Abortion Debate,Philosophical Aspects Of The Abortion Debate,3,0,0,0,0.00057
Spacecraft Propulsion,Spacecraft Propulsion,4,0,0,0,0.004407
Computational Neuroscience,Computational Neuroscience,20,0,0,0,0.059931
Education In Armenia,Education In Armenia,3,0,0,0,0.007597
Laboratory Glassware,Laboratory Glassware,2,0,0,0,0.00069
Information Security,Information Security,16,0,0,0,0.022198
Judaism And Abortion,Judaism And Abortion,3,0,0,0,0.00057
Abortion In Tuvalu,Abortion In Tuvalu,3,0,0,0,0.00057
Lillian Hoddeson,Lillian Hoddeson,2,0,0,0,0.007193
Central Papua,Central Papua,2,0,0,0,0.002325
Plaster Of Paris,Plaster Of Paris,2,0,0,0,0.00621
Magnetoresistive Ram,Magnetoresistive Ram,2,0,0,0,0.000678
Booting,Booting,2,0,0,0,0.004236
Gabriël Metsu,Gabriël Metsu,2,0,0,0,0.001566
Deployment Of Covid-19 Vaccines,Deployment Of Covid-19 Vaccines,4,0,0,0,0.002108
Search Engine Manipulation Effect,Search Engine Manipulation Effect,2,0,0,0,0.0003
Nurse Scientist,Nurse Scientist,102,0.312663,0.000002,0,0.352787
Deltar,Deltar,2,0,0,0,0.007068
Adhd,Adhd,9,0,0,0,0.018824
Toxicology,Toxicology,16,0,0,0,0.045576
Water Pollution,Water Pollution,21,0,0,0,0.038246
Royal Australasian College Of Physicians,Royal Australasian College Of Physicians,5,0,0,0,0.031185
Pneumonitis,Pneumonitis,2,0,0,0,0.006628
Hawk,Hawk,2,0,0,0,0.000732
Ideal Observer Theory,Ideal Observer Theory,3,0,0,0,0.001239
Truthmaker Theory,Truthmaker Theory,3,0,0,0,0.007112
Kummol Script,Kummol Script,3,0,0,0,0.007182
Coagulation,Coagulation,4,0,0,0,0.024369
Rescission (Contract Law),Rescission (Contract Law),2,0,0,0,0.000315
Ben Segal (Computer Scientist),Ben Segal (Computer Scientist),6,0,0,0,0.021055
Maryland Department Of Public Safety And Correctional Services,Maryland Department Of Public Safety And Correctional Services,2,0,0,0,0.000317
Chain Code,Chain Code,3,0,0,0,0.01089
Intervertebral Disc,Intervertebral Disc,2,0,0,0,0.012076
Spaceport,Spaceport,3,0,0,0,0.004141
Nephrectomy,Nephrectomy,2,0,0,0,0.000894
Antwerp,Antwerp,3,0,0,0,0.004459
Boom Operator (Media),Boom Operator (Media),2,0,0,0,0.006751
Bengal Famine Of 1943,Bengal Famine Of 1943,2,0,0,0,0.009498
Black Market,Black Market,4,0,0,0,0.004059
Edge,Edge,2,0,0,0,0.003756
Conscription,Conscription,6,0,0,0,0.006065
On2 Technologies,On2 Technologies,7,0,0,0,0.018267
Developed World,Developed World,4,0,0,0,0.011131
Faraday Medal,Faraday Medal,3,0,0,0,0.010182
Discrimination Against Drug Addicts,Discrimination Against Drug Addicts,2,0,0,0,0.000557
Inotrope,Inotrope,4,0,0,0,0.011144
Isaac Asimov,Isaac Asimov,3,0,0,0,0.000643
Visual Impairment,Visual Impairment,2,0,0,0,0.002381
Broadcast Designer,Broadcast Designer,4,0,0,0,0.013846
Loudspeaker,Loudspeaker,10,0,0,0,0.015232
Un Security Council,Un Security Council,3,0,0,0,0.001618
University Of Hong Kong,University Of Hong Kong,7,0,0,0,0.02642
Paper Tape,Paper Tape,3,0,0,0,0.010208
Deity,Deity,2,0,0,0,0.000735
Chronic Traumatic Encephalopathy,Chronic Traumatic Encephalopathy,2,0,0,0,0.012022
Remote Dispensing,Remote Dispensing,4,0.335787,0,0,0.003117
Education In Costa Rica,Education In Costa Rica,3,0,0,0,0.007597
Normandy Landings,Normandy Landings,2,0,0,0,0.000487
Royal Veterinary College,Royal Veterinary College,2,1,0.000004,0,0.002623
Nonstress Test,Nonstress Test,5,0,0,0,0.022272
Sat,Sat,3,0,0,0,0.007312
Mobile Social Address Book,Mobile Social Address Book,3,0,0,0,0.007952
Advanced Life Support In Obstetrics,Advanced Life Support In Obstetrics,6,0,0,0,0.022949
Skin,Skin,7,0,0,0,0.021236
Speech Therapy,Speech Therapy,6,0,0,0,0.007396
Covid-19 Pandemic In Andhra Pradesh,Covid-19 Pandemic In Andhra Pradesh,4,0,0,0,0.002108
Leonardo Bruni,Leonardo Bruni,4,0,0,0,0.001301
Labor Camp,Labor Camp,2,0,0,0,0.006296
University Of Calgary,University Of Calgary,4,0,0,0,0.007456
Nursing In India,Nursing In India,102,0.312911,0.000009,0,0.352787
Kálmán Tihanyi,Kálmán Tihanyi,2,0,0,0,0.006787
Congenital Adrenal Hyperplasia,Congenital Adrenal Hyperplasia,3,0,0,0,0.018136
Cephalic Presentation,Cephalic Presentation,5,0,0,0,0.022272
Sos,Sos,6,0,0,0,0.018242
Thomas Selfridge,Thomas Selfridge,3,0,0,0,0.010141
Biopiracy,Biopiracy,3,0,0,0,0.006796
Mesh Network,Mesh Network,4,0,0,0,0.014594
Education In The Cocos (Keeling) Islands,Education In The Cocos (Keeling) Islands,3,0,0,0,0.007597
Joanna Fowler,Joanna Fowler,2,0,0,0,0.006975
Machine Learning,Machine Learning,32,0,0,0,0.06458
United States Department Of Labor,United States Department Of Labor,7,0,0,0,0.011279
Self-Report Sexual Risk Behaviors,Self-Report Sexual Risk Behaviors,6,0,0,0,0.035932
Telegram,Telegram,6,0,0,0,0.018345
Consumer,Consumer,3,0,0,0,0.007445
Grand Central Terminal,Grand Central Terminal,2,0,0,0,0.006681
Anti-Vaccinationism In Chiropractic,Anti-Vaccinationism In Chiropractic,3,0,0,0,0.01602
Thomas Alva Edison,Thomas Alva Edison,2,0,0,0,0.006783
Danish Emergency Management Agency,Danish Emergency Management Agency,2,0,0,0,0.00237
Behavioural Design,Behavioural Design,2,0,0,0,0.000816
Lexanopadol,Lexanopadol,2,0,0,0,0.000533
Midwifery,Midwifery,14,0,0,0,0.051468
Transponder,Transponder,5,0,0,0,0.015061
International Packet Switched Service,International Packet Switched Service,3,0,0,0,0.010875
David Packard,David Packard,2,0,0,0,0.007032
Traditional Bone-Setting,Traditional Bone-Setting,3,0,0,0,0.01602
"Admiralty House, London","Admiralty House, London",2,0,0,0,0.003785
Development Of The Reproductive System,Development Of The Reproductive System,3,0,0,0,0.012485
Lempel–Ziv–Storer–Szymanski,Lempel–Ziv–Storer–Szymanski,3,0,0,0,0.01089
Scientific Skepticism,Scientific Skepticism,8,0,0,0,0.023568
Angst,Angst,2,0,0,0,0.000639
Washing Machine,Washing Machine,3,0,0,0,0.001429
Agricultural Act Of 1954,Agricultural Act Of 1954,2,0,0,0,0.000487
Transgender Health Care,Transgender Health Care,6,0,0,0,0.035932
Foreign Member Of The Royal Society,Foreign Member Of The Royal Society,2,0,0,0,0.007209
Κ-Opioid Receptor,Κ-Opioid Receptor,2,0,0,0,0.000533
Sexual Abstinence,Sexual Abstinence,4,0,0,0,0.024052
Self-Realization,Self-Realization,3,0,0,0,0.006926
Bell Telephone Company,Bell Telephone Company,13,0,0,0,0.044429
Computer File,Computer File,7,0,0,0,0.014821
Fluvoxamine,Fluvoxamine,4,0,0,0,0.007282
Industrial Age,Industrial Age,4,0,0,0,0.010634
History Of Dermatology,History Of Dermatology,3,0,0,0,0.012393
Disease X,Disease X,9,0,0,0,0.011585
Postpartum Confinement,Postpartum Confinement,6,0,0,0,0.022737
And I Don'T Care What It Is,And I Don'T Care What It Is,2,0,0,0,0.000487
Madrid,Madrid,3,0,0,0,0.004843
Oral And Maxillofacial Surgery,Oral And Maxillofacial Surgery,129,0.348855,0.000057,0,0.656894
Google Ad Manager,Google Ad Manager,2,0,0,0,0.0003
External Fixation,External Fixation,3,0,0,0,0.01569
Ashoka,Ashoka,3,0,0,0,0.006517
American Samoa,American Samoa,7,0,0,0,0.004021
Internet Addiction Disorder,Internet Addiction Disorder,3,0,0,0,0.007165
Dystonia,Dystonia,2,0,0,0,0.000969
Supervised Injection Site,Supervised Injection Site,18,0,0,0,0.040518
Susan B. Anthony,Susan B. Anthony,2,0,0,0,0.004019
Environmental Policy,Environmental Policy,4,0,0,0,0.00171
Pancreatic Fistula,Pancreatic Fistula,3,0,0,0,0.007204
Plotinus,Plotinus,3,0,0,0,0.007112
Federal Trade Commission,Federal Trade Commission,7,0,0,0,0.005846
Diglyceride,Diglyceride,2,0,0,0,0.000542
General Electric,General Electric,18,0,0,0,0.040919
Ratdvd,Ratdvd,5,0,0,0,0.017967
Current Procedural Terminology,Current Procedural Terminology,7,0,0,0,0.016752
Renovascular Hypertension,Renovascular Hypertension,3,0,0,0,0.0122
Albrecht Ritschl,Albrecht Ritschl,2,0,0,0,0.000714
Yuv,Yuv,3,0,0,0,0.004037
Industrial Engineering,Industrial Engineering,7,0,0,0,0.020743
Scientific Racism,Scientific Racism,5,0,0,0,0.022442
Set-Top Box,Set-Top Box,6,0,0,0,0.018292
International Classification Of Health Interventions,International Classification Of Health Interventions,6,0,0,0,0.011824
Physical Examination,Physical Examination,23,0,0,0,0.078472
Seismic Risk,Seismic Risk,2,0,0,0,0.006161
Xuanxue,Xuanxue,3,0,0,0,0.007112
Acute Disseminated Encephalomyelitis,Acute Disseminated Encephalomyelitis,2,0,0,0,0.000966
French Polynesia,French Polynesia,4,0,0,0,0.002972
Waveform,Waveform,2,0,0,0,0.006786
Covid-19 Misinformation By Governments,Covid-19 Misinformation By Governments,4,0,0,0,0.002108
Covid-19 Pandemic In Idaho,Covid-19 Pandemic In Idaho,4,0,0,0,0.002108
Covid Watch,Covid Watch,4,0,0,0,0.002108
Reynolds' Pentad,Reynolds' Pentad,2,0,0,0,0.006631
Vel Blood Group,Vel Blood Group,3,0,0,0,0.018165
Group Psychotherapy,Group Psychotherapy,4,0,0,0,0.007374
Doctors' Trial,Doctors' Trial,2,0,0,0,0.006734
William Tulloch Jeans,William Tulloch Jeans,2,0,0,0,0.006783
Heavy Legs,Heavy Legs,3,0,0,0,0.01602
Automated Analyser,Automated Analyser,3,0,0,0,0.018767
Publish Or Perish,Publish Or Perish,2,0,0,0,0.010668
Automata Theory,Automata Theory,7,0,0,0,0.015482
Ambient Intelligence,Ambient Intelligence,3,0,0,0,0.000844
Subliminal Message,Subliminal Message,2,0,0,0,0.00145
Human Rights Watch,Human Rights Watch,5,0,0,0,0.009292
International Medical Graduate,International Medical Graduate,7,0,0,0,0.043656
Small Five Group,Small Five Group,2,0,0,0,0.001351
Family Law,Family Law,2,0,0,0,0.000785
India–South Africa Relations,India–South Africa Relations,2,0,0,0,0.00072
Diagnostic Test,Diagnostic Test,8,0,0,0,0.038243
Mesoendemic,Mesoendemic,4,0,0,0,0.009148
Digital Media Use And Mental Health,Digital Media Use And Mental Health,12,0,0,0,0.027167
American Registry For Internet Numbers,American Registry For Internet Numbers,2,0,0,0,0.006962
Natural Disaster,Natural Disaster,7,0,0,0,0.011851
Hatran Alphabet,Hatran Alphabet,3,0,0,0,0.007182
Caller Id,Caller Id,11,0,0,0,0.026592
The Malaise Of Modernity,The Malaise Of Modernity,3,0,0,0,0.000792
Near And Far Field,Near And Far Field,4,0,0,0,0.013648
Radiation Oncologist,Radiation Oncologist,2,0,0,0,0.006345
Mississippi River,Mississippi River,6,0,0,0,0.011074
Meningitis,Meningitis,12,0,0,0,0.034126
Keio University,Keio University,4,0,0,0,0.007983
Lower Gastrointestinal Series,Lower Gastrointestinal Series,6,0,0,0,0.026804
Central Committee Of The Chinese Communist Party,Central Committee Of The Chinese Communist Party,2,0,0,0,0.000583
Dendrology,Dendrology,5,0,0,0,0.015397
Diplom,Diplom,3,0,0,0,0.018322
Chromiumos,Chromiumos,2,0,0,0,0.0003
Maggot,Maggot,2,0,0,0,0.006386
Testerian,Testerian,3,0,0,0,0.007182
Kurt O. Friedrichs,Kurt O. Friedrichs,2,0,0,0,0.006975
Westminster,Westminster,2,0,0,0,0.000307
William Feller,William Feller,2,0,0,0,0.006975
World Wide Fund For Nature,World Wide Fund For Nature,2,0,0,0,0.000517
Quality Management,Quality Management,2,0,0,0,0.000415
Medical Tourism,Medical Tourism,3,0,0,0,0.012659
Man-Computer Symbiosis,Man-Computer Symbiosis,2,0,0,0,0.007038
God In Judaism,God In Judaism,3,0,0,0,0.004439
Graduate Medical Education,Graduate Medical Education,5,0,0,0,0.030736
Rowman & Littlefield,Rowman & Littlefield,3,0,0,0,0.001004
Clay,Clay,2,0,0,0,0.006292
Organizational Commitment,Organizational Commitment,2,0,0,0,0.000933
Carnegie Classification Of Institutions Of Higher Education,Carnegie Classification Of Institutions Of Higher Education,2,0,0,0,0.000554
Abstraction Layer,Abstraction Layer,4,0,0,0,0.008157
Taylor & Francis,Taylor & Francis,12,0,0,0,0.033584
Occupational Lung Disease,Occupational Lung Disease,2,0,0,0,0.006628
Indian Rebellion Of 1857,Indian Rebellion Of 1857,3,0,0,0,0.010003
Digital Terrestrial Television In Portugal,Digital Terrestrial Television In Portugal,2,0,0,0,0.006852
Samarium (153Sm) Lexidronam,Samarium (153Sm) Lexidronam,2,0,0,0,0.006345
Ocular Tonometry,Ocular Tonometry,2,0,0,0,0.012177
Diclofenac,Diclofenac,3,0,0,0,0.000807
Photodynamic Therapy,Photodynamic Therapy,4,0,0,0,0.018642
Harrison'S Groove,Harrison'S Groove,2,0,0,0,0.006629
Maria Van Kerkhove,Maria Van Kerkhove,4,0,0,0,0.002108
Bebapay,Bebapay,2,0,0,0,0.0003
Life Insurance,Life Insurance,3,0,0,0,0.004446
Mobile Web,Mobile Web,7,0,0,0,0.018739
Education In Suriname,Education In Suriname,3,0,0,0,0.007597
Psychophysics,Psychophysics,5,0,0,0,0.009086
Rave,Rave,2,0,0,0,0.000624
Discovery+,Discovery+,3,0,0,0,0.010397
Timeline Of The Covid-19 Pandemic In Bangladesh,Timeline Of The Covid-19 Pandemic In Bangladesh,4,0,0,0,0.002108
Google Docs,Google Docs,3,0,0,0,0.003904
Education In Nepal,Education In Nepal,3,0,0,0,0.007597
Standard For The Uniform Scheduling Of Medicines And Poisons,Standard For The Uniform Scheduling Of Medicines And Poisons,4,0,0,0,0.001254
Hepatosplenomegaly,Hepatosplenomegaly,2,0,0,0,0.006631
Sensory Art Therapy,Sensory Art Therapy,2,0,0,0,0.006386
Ventricular Tachycardia,Ventricular Tachycardia,2,0,0,0,0.000939
1623 Malta Plague Outbreak,1623 Malta Plague Outbreak,2,0,0,0,0.001213
National Science Foundation,National Science Foundation,21,0,0,0,0.04362
Austria,Austria,19,0,0,0,0.023313
Head-Up Display,Head-Up Display,6,0,0,0,0.001371
Comparison Of Audio Coding Formats,Comparison Of Audio Coding Formats,5,0,0,0,0.017967
Rostov-On-Don,Rostov-On-Don,2,0,0,0,0.003498
Registered Dental Nurse,Registered Dental Nurse,103,0.311973,0.000007,0,0.353384
Mawangdui,Mawangdui,2,0,0,0,0.001566
Hans Dehmelt,Hans Dehmelt,2,0,0,0,0.006975
Indian Removal,Indian Removal,3,0,0,0,0.010381
Eprobemide,Eprobemide,2,0,0,0,0.006545
First Professional Degree,First Professional Degree,2,0,0,0,0.012315
Émile Baudot,Émile Baudot,5,0,0,0,0.017348
Tesla (Unit),Tesla (Unit),5,0,0,0,0.018425
Community,Community,6,0,0,0,0.014801
Blog,Blog,18,0,0,0,0.038981
Pavel Florensky,Pavel Florensky,2,0,0,0,0.000714
Reorganization Act Of 1939,Reorganization Act Of 1939,2,0,0,0,0.000487
Arabic,Arabic,2,0,0,0,0.01214
"Henderson, Nevada","Henderson, Nevada",2,0,0,0,0.000304
Soap,Soap,5,0,0,0,0.001627
Sri Lankan Traditional Medicine,Sri Lankan Traditional Medicine,3,0,0,0,0.01602
Printing Press,Printing Press,6,0,0,0,0.014484
"Office Of Inspector General, U.S. Department Of Health And Human Services","Office Of Inspector General, U.S. Department Of Health And Human Services",7,0,0,0,0.008006
Yuls,Yuls,5,0,0,0,0.017967
Proquazone,Proquazone,3,0,0,0,0.000807
Good And Evil,Good And Evil,4,0,0,0,0.001505
Hubert Zimmermann,Hubert Zimmermann,2,0,0,0,0.007038
Godparent,Godparent,2,0,0,0,0.001396
Automatic Tracking Satellite Dish,Automatic Tracking Satellite Dish,2,0,0,0,0.004052
Ethical Subjectivism,Ethical Subjectivism,3,0,0,0,0.001239
Paul Of Aegina,Paul Of Aegina,2,0,0,0,0.012605
Protistology,Protistology,5,0,0,0,0.015397
Universal Suffrage,Universal Suffrage,4,0,0,0,0.007762
Charles Bachman,Charles Bachman,2,0,0,0,0.007093
Anti-Psychiatry,Anti-Psychiatry,7,0,0,0,0.021924
Phased Array,Phased Array,5,0,0,0,0.012005
Vitaly Ginzburg,Vitaly Ginzburg,4,0,0,0,0.014157
Hugh Chisholm,Hugh Chisholm,7,0,0,0,0.008251
Very-High-Bit-Rate Digital Subscriber Line,Very-High-Bit-Rate Digital Subscriber Line,2,0,0,0,0.001025
Covid-19 Response Acceleration Task Force,Covid-19 Response Acceleration Task Force,4,0,0,0,0.002108
Consultation (Doctor),Consultation (Doctor),2,0,0,0,0.006147
Carbenoxolone,Carbenoxolone,2,0,0,0,0.000424
Retained Placenta,Retained Placenta,5,0,0,0,0.018949
South Africa,South Africa,25,0,0,0,0.057899
Electrical Conduction,Electrical Conduction,2,0,0,0,0.006811
Google Contact Lens,Google Contact Lens,2,0,0,0,0.0003
Hemofiltration,Hemofiltration,3,0,0,0,0.007229
Belt And Road Initiative,Belt And Road Initiative,2,0,0,0,0.000531
Sport Psychology,Sport Psychology,5,0,0,0,0.009096
Volta Laboratory And Bureau,Volta Laboratory And Bureau,8,0,0,0,0.023932
Community Health,Community Health,23,0,0,0,0.046327
University Of Göttingen,University Of Göttingen,4,0,0,0,0.013437
Endoscopic Ultrasound,Endoscopic Ultrasound,5,0,0,0,0.02074
Nursing Assistant,Nursing Assistant,3,0,0,0,0.014409
Community Reinforcement Approach And Family Training,Community Reinforcement Approach And Family Training,2,0,0,0,0.006548
Covid-19 Pandemic In Madagascar,Covid-19 Pandemic In Madagascar,4,0,0,0,0.002108
Vaginal Septum,Vaginal Septum,2,0,0,0,0.012013
National Post,National Post,2,0,0,0,0.000783
Federal District,Federal District,3,0,0,0,0.00085
Human Behavior,Human Behavior,4,0,0,0,0.018291
Microwave Engineering,Microwave Engineering,5,0,0,0,0.010872
Climate Change And Infectious Diseases,Climate Change And Infectious Diseases,5,0,0,0,0.009477
"Helena, Montana","Helena, Montana",2,0,0,0,0.000362
Louis De Bonald,Louis De Bonald,4,0,0,0,0.001301
Cultural Zionism,Cultural Zionism,2,0,0,0,0.000527
Sexual Harassment,Sexual Harassment,12,0,0,0,0.043803
Gemini (Language Model),Gemini (Language Model),6,0,0,0,0.001142
Morphine/Naltrexone,Morphine/Naltrexone,2,0,0,0,0.000543
Timeline Of The Covid-19 Pandemic In May 2022,Timeline Of The Covid-19 Pandemic In May 2022,4,0,0,0,0.002108
Arkansas,Arkansas,7,0,0,0,0.001484
Jimmy & Rosalynn Carter Work Project,Jimmy & Rosalynn Carter Work Project,2,0,0,0,0.000487
Blood Sugar,Blood Sugar,6,0,0,0,0.008559
Swansea Bay,Swansea Bay,2,0,0,0,0.006719
Phoneme,Phoneme,3,0,0,0,0.007149
Industry (Economics),Industry (Economics),2,0,0,0,0.000818
Neuroscience Of Sex Differences,Neuroscience Of Sex Differences,2,0,0,0,0.006661
Covid-19 Pandemic In Poland,Covid-19 Pandemic In Poland,4,0,0,0,0.002108
Global Initiative On Psychiatry,Global Initiative On Psychiatry,5,0,0,0,0.020673
Documentary Channel,Documentary Channel,4,0,0,0,0.013846
Hedonism,Hedonism,2,0,0,0,0.000711
Indiana,Indiana,5,0,0,0,0.006557
9/11 Conspiracy Theories,9/11 Conspiracy Theories,2,0,0,0,0.00988
Disinformation,Disinformation,2,0,0,0,0.004116
Marxism–Leninism,Marxism–Leninism,2,0,0,0,0.001169
Ml Fairness,Ml Fairness,2,0,0,0,0.0003
High-Level Waste,High-Level Waste,2,0,0,0,0.012313
Population Ageing,Population Ageing,3,0,0,0,0.010678
Herd Immunity,Herd Immunity,7,0,0,0,0.011112
John Robinson Pierce,John Robinson Pierce,2,0,0,0,0.006975
Walther Bothe,Walther Bothe,5,0,0,0,0.014789
Packet Switch Stream,Packet Switch Stream,2,0,0,0,0.007271
"Austin, Texas","Austin, Texas",10,0,0,0,0.003152
Covid-19 Pandemic In Northern Ireland,Covid-19 Pandemic In Northern Ireland,6,0,0,0,0.002444
Computer Tower,Computer Tower,2,0,0,0,0.001165
Labor Rights,Labor Rights,19,0,0,0,0.034919
Opiate,Opiate,6,0,0,0,0.018703
Sailing,Sailing,2,0,0,0,0.000483
Mamie Eisenhower,Mamie Eisenhower,2,0,0,0,0.000487
Culture,Culture,14,0.282978,0.000256,0,0.018071
Tiazesim,Tiazesim,2,0,0,0,0.006545
Cellular Neuroscience,Cellular Neuroscience,9,0,0,0,0.044561
Sextillion,Sextillion,3,0,0,0,0.007764
Internet Refrigerator,Internet Refrigerator,2,0,0,0,0.000579
Plan 55-A,Plan 55-A,3,0,0,0,0.010465
Outline Of Psychology,Outline Of Psychology,5,0,0,0,0.009086
Tom Truscott,Tom Truscott,2,0,0,0,0.007143
Opioid-Induced Endocrinopathy,Opioid-Induced Endocrinopathy,2,0,0,0,0.000546
Philippe Pinel,Philippe Pinel,4,0,0,0,0.016273
Suburbanization,Suburbanization,2,0,0,0,0.00032
Rheumatism,Rheumatism,2,0,0,0,0.009479
New York Herald Tribune,New York Herald Tribune,2,0,0,0,0.006801
Hip Resurfacing,Hip Resurfacing,2,0,0,0,0.012076
Kawashima Procedure,Kawashima Procedure,3,0,0,0,0.006876
Secure Cryptoprocessor,Secure Cryptoprocessor,2,0,0,0,0.003677
Erbium-Doped Fiber Amplifier,Erbium-Doped Fiber Amplifier,3,0,0,0,0.010673
Erich Kahler,Erich Kahler,2,0,0,0,0.000709
Neo-Darwinism,Neo-Darwinism,2,0,0,0,0.006661
Dosha,Dosha,3,0,0,0,0.01602
P2Ptv,P2Ptv,4,0,0,0,0.013846
Education In Australia,Education In Australia,5,0,0,0,0.009223
M-Learning,M-Learning,5,0,0,0,0.008539
Alcohol-Related Brain Damage,Alcohol-Related Brain Damage,2,0,0,0,0.000546
Public Religion Research Institute,Public Religion Research Institute,2,0,0,0,0.000304
Covid-19 Lockdown In China,Covid-19 Lockdown In China,4,0,0,0,0.002108
Software Quality,Software Quality,5,0,0,0,0.014708
Data Monitoring Committee,Data Monitoring Committee,4,0,0,0,0.00264
Minor Actinide,Minor Actinide,2,0,0,0,0.012313
Awareness,Awareness,3,0,0,0,0.000543
Zigbee,Zigbee,4,0,0,0,0.010653
Mean Platelet Volume,Mean Platelet Volume,2,0,0,0,0.012023
Non-Heart-Beating Donation,Non-Heart-Beating Donation,2,0,0,0,0.006622
2018 Commonwealth Games,2018 Commonwealth Games,2,0,0,0,0.001676
Religious Response To Assisted Reproductive Technology,Religious Response To Assisted Reproductive Technology,3,0,0,0,0.012518
Modified Huffman Coding,Modified Huffman Coding,5,0,0,0,0.017967
State Of Palestine,State Of Palestine,8,0,0,0,0.005586
Liquid Metal Cooled Reactor,Liquid Metal Cooled Reactor,2,0,0,0,0.012313
Responses To The Covid-19 Pandemic In September 2020,Responses To The Covid-19 Pandemic In September 2020,4,0,0,0,0.002108
Fine-Tuned Universe,Fine-Tuned Universe,2,0,0,0,0.000714
European Federation For Medical Informatics,European Federation For Medical Informatics,31,0.347259,0.000007,0,0.0211
Golden Hour (Medicine),Golden Hour (Medicine),4,0,0,0,0.01083
Innovation Management,Innovation Management,3,0,0,0,0.00078
Great Plague Of Seville,Great Plague Of Seville,2,0,0,0,0.001213
Citation Impact,Citation Impact,3,0,0,0,0.012344
Bus Network,Bus Network,3,0,0,0,0.011056
Parenting,Parenting,13,0,0,0,0.054786
Open Access,Open Access,23,0,0,0,0.046597
Management,Management,11,0,0,0,0.020149
United Nations Statistics Division,United Nations Statistics Division,3,0,0,0,0.00126
Utilitarianism (Book),Utilitarianism (Book),3,0,0,0,0.001239
Frank B. Jewett,Frank B. Jewett,2,0,0,0,0.006792
Ancient India,Ancient India,2,0,0,0,0.006857
Film,Film,9,0,0,0,0.01514
Jane Goodall,Jane Goodall,2,0,0,0,0.004402
Punch Card,Punch Card,2,0,0,0,0.007068
Google Founders' Award,Google Founders' Award,2,0,0,0,0.0003
Aortic Valve Repair,Aortic Valve Repair,3,0,0,0,0.006876
Biblical Criticism,Biblical Criticism,2,0,0,0,0.009794
Progenitor,Progenitor,2,0,0,0,0.001288
William Thomas Green Morton,William Thomas Green Morton,3,0,0,0,0.012612
Data Curation,Data Curation,5,0,0,0,0.004997
Hellenistic Religion,Hellenistic Religion,3,0,0,0,0.007404
G.729,G.729,5,0,0,0,0.017967
Pretrial Detention,Pretrial Detention,2,0,0,0,0.000317
D.O.,D.O.,2,0,0,0,0.012821
